vrg_id;megnevezes;marka_gyarto;gyartoi_cikkszam;gtin;kategoria_fo;kategoria_al;kategoria_ut;kategoria_forras;kategoria_javaslat_fo;kategoria_javaslat_al;tomeg_kg;egyseg;becsult_netto_ar_huf;becsult_brutto_ar_huf;ar_megfigyeles_datum;gyartoi_termek_link;megjegyzes;kedvenc;daniella_cikkszam;daniella_netto_egysegar_huf;daniella_brutto_egysegar_huf;daniella_listaar_netto_huf;daniella_engedmeny_szazalek;daniella_kiszereles;daniella_kiszereles_mennyiseg;daniella_aktualis_brutto_ar_huf;daniella_keszlet_db;daniella_termek_link;daniella_ar_ellenorizve;rendelesek_szama;osszes_rendelt_mennyiseg;elso_rendeles;utolso_rendeles;legacy_id;forras
VRG-0201;H07V-U 1x 2,5 kék (100);N/A;;5907802001417;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,032;fm;129,36;164;2026.07.27;;;;VEZ1600024;129,36;164;;;100 fm;100;215;79900;https://daniella.hu/h07v-u-1x-2-5-kek-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600024;2026-09-20T08:06:49.520Z;3;500;2026.06.30;2026.07.27;VEZ1600024;email:visszaigazolas
VRG-0202;H07V-U 1x 2,5 z/s (100);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,032;fm;129,36;164;2026.07.27;;;;VEZ1600027;129,36;164;;;100 fm;100;209,99;138200;https://daniella.hu/h07v-u-1x-2-5-zold-sarga-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600027;2026-09-20T08:06:50.805Z;3;500;2026.06.30;2026.07.27;VEZ1600027;email:visszaigazolas
VRG-0203;H05VV-F 3x 1,5 (0);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Gumikábelek és hosszabbító vezetékek;0,11;fm;298,76;379;2026.07.03;;;;VEZ1800044;298,76;379;;;1 fm;1;;2781,5;https://daniella.hu/h05vv-f-3x-1-5-feher-0-300-500v-hajlekony-tomlovezetek-mt-id-vez1800044;2026-09-20T08:06:51.679Z;1;25;2026.07.03;2026.07.03;VEZ1800044;email:visszaigazolas
VRG-0204;H05VV-F 5x 1,5 (0);N/A;;8591043754897;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Gumikábelek és hosszabbító vezetékek;0,175;fm;441,21;560;2026.07.03;;;;VEZ1800080;441,21;560;;;1 fm;1;;1502;https://daniella.hu/h05vv-f-5x-1-5-feher-0-300-500v-hajlekony-tomlovezetek-mt-id-vez1800080;2026-09-20T08:06:52.672Z;1;10;2026.07.03;2026.07.03;VEZ1800080;email:visszaigazolas
VRG-0205;NYM-J 3x 1,5 (50) 300/500V tömör installációs vezeték (MB-Cu, MBCu);N/A;;5907802025406;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Installációs vezetékek;0,097;fm;260,26;331;2026.09.08;;;;VEZ2100001;260,26;331;338;23;50 fm;50;429,01;11150;https://daniella.hu/nym-j-3x-1-5-50-300-500v-tomor-installacios-vezetek-mb-cu-mbcu-id-vez2100001;2026-09-20T08:06:53.578Z;3;150;2026.06.30;2026.09.08;VEZ2100001;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás
VRG-0206;NYM-J 3x 1,5 szürke (100) 300/500V tömör installációs vezeték (MB-Cu, MBCu);N/A;;3875000262911;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Installációs vezetékek;0,097;fm;260,26;331;2026.09.08;;;;VEZ2100002;260,26;331;338;23;100 fm;100;429,01;88500;https://daniella.hu/nym-j-3x-1-5-szurke-100-300-500v-tomor-installacios-vezetek-mb-cu-mbcu-id-vez2100002;2026-09-20T08:06:54.501Z;1;100;2026.09.08;2026.09.08;VEZ2100002;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0207;NYM-J 3x 1,5 szürke (0) 300/500V tömör installációs vezeték (MB-Cu, MBCu);N/A;;5907802025420;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Installációs vezetékek;0,1005;fm;277,2;352;2026.08.05;;;;VEZ2100006;277,2;352;;;1 fm;1;;30124;https://daniella.hu/nym-j-3x-1-5-szurke-0-300-500v-tomor-installacios-vezetek-mb-cu-mbcu-id-vez2100006;2026-09-20T08:06:55.505Z;4;95;2026.06.12;2026.08.05;VEZ2100006;email:visszaigazolas + pdf:Ajánlat
VRG-0208;NYM-J 3x 2,5 szürke (100) 300/500V tömör installációs vezeték (MB-Cu, MBCu);N/A;;3875000262942;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Installációs vezetékek;0,142;fm;396,55;504;2026.09.08;;;;VEZ2100007;396,55;504;515;23;100 fm;100;654;4800;https://daniella.hu/nym-j-3x-2-5-szurke-100-300-500v-tomor-installacios-vezetek-mb-cu-mbcu-id-vez2100007;2026-09-20T08:06:56.651Z;1;100;2026.09.08;2026.09.08;VEZ2100007;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0209;NYM-J 3x 2,5 szürke (0) 300/500V tömör installációs vezeték (MB-Cu, MBCu);N/A;;5907802025529;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Installációs vezetékek;0,142;fm;431,2;548;2026.06.12;;;;VEZ2100011;431,2;548;;;1 fm;1;;13250;https://daniella.hu/nym-j-3x-2-5-szurke-0-300-500v-tomor-installacios-vezetek-mb-cu-mbcu-id-vez2100011;2026-09-20T08:06:57.583Z;1;10;2026.06.12;2026.06.12;VEZ2100011;email:visszaigazolas + pdf:Ajánlat
VRG-0210;NYM-J 5x 1,5 szürke (0) 300/500V tömör installációs vezeték (MB-Cu, MBCu);N/A;;5907802025451;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Installációs vezetékek;0,2;fm;438,9;557;2026.09.08;;;;VEZ2100030;438,9;557;570;23;1 fm;1;;14041;https://daniella.hu/nym-j-5x-1-5-szurke-0-300-500v-tomor-installacios-vezetek-mb-cu-mbcu-id-vez2100030;2026-09-20T08:06:58.636Z;3;90;2026.06.30;2026.09.08;VEZ2100030;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás
VRG-0211;WAGO 221-2411 vezeték összekötő sodrott 2-es, 1P átmenő, átlátszó, max. 4 mm2, 32A;WAGO;2212411;4066966102666;Installáció technika;Vezetékösszekötők;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Vezetékösszekötők;0,0025;db;124,1;158;2026.06.12;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WAGO2212411_tanusitvany.pdf;;;WAGO2212411;124,1;158;;;60 db;60;216;31494;https://daniella.hu/wago-221-2411-vezetek-osszekoto-sodrott-2-es-1p-atmeno-atlatszo-max-4-mm2-32a-id-wago2212411;2026-09-20T08:06:59.634Z;1;60;2026.06.12;2026.06.12;WAGO2212411;email:visszaigazolas + pdf:Ajánlat
VRG-0212;WAGO 221-415 vezeték összekötő sodrott 5-ös, átlátszó 0,2- 4mm2, 32A;WAGO;221415;4055143234658;Installáció technika;Vezetékösszekötők;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Vezetékösszekötők;0,00407;db;197,83;251;2026.06.12;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WAGO221415_tanusitvany.pdf;;;WAGO221415;197,83;251;;;25 db;25;344;20440;https://daniella.hu/wago-221-415-vezetek-osszekoto-sodrott-5-os-atlatszo-0-2--4mm2-32a-id-wago221415;2026-09-20T08:07:00.531Z;1;25;2026.06.12;2026.06.12;WAGO221415;email:visszaigazolas + pdf:Ajánlat
VRG-0213;WAGO 221-613 vez.összekötő sodrott 3-as, átlátszó 6mm2 30db;WAGO;221613;4055143715416;Installáció technika;Vezetékösszekötők;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Vezetékösszekötők;0,004;db;220,46;280;2026.07.27;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WAGO221613_tanusitvany.pdf;;;WAGO221613;220,46;280;;;1 db;1;384;4151;https://daniella.hu/wago-221-613-vezetek-osszekoto-sodrott-3-as-atlatszo-6mm2-id-wago221613;2026-09-20T08:07:01.669Z;1;10;2026.07.27;2026.07.27;WAGO221613;email:visszaigazolas
VRG-0214;WAGO 222-415 vez.összekötő sodrott 5-ös;WAGO;222415;4044918464956;Installáció technika;Vezetékösszekötők;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Vezetékösszekötők;0,0066;db;186,88;237;2026.07.27;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WAGO222415_tanusitvany.pdf;;;WAGO222415;186,88;237;;;1 db;1;325,01;5162;https://daniella.hu/wago-222-415-vezetek-osszekoto-sodrott-5-os-id-wago222415;2026-09-20T08:07:02.728Z;1;10;2026.07.27;2026.07.27;WAGO222415;email:visszaigazolas
VRG-0215;WAGO COMPACT vezeték összekötő 3x0,5-2,5 mm2 tömör vezetékhez, átlátszó házban, narancssárga fedéllel 2273-203;WAGO;2273203;4050821027850;Installáció technika;Vezetékösszekötők;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Vezetékösszekötők;0,001;db;47,45;60;2026.09.08;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WAGO2273203_tanusitvany.pdf;;;WAGO2273203;47,45;60;65;27;100 db;100;82,55;154247;https://daniella.hu/wago-compact-vezetek-osszekoto-3x0-5-2-5-mm2-tomor-vezetekhez-atlatszo-hazban-narancssarga-fedellel-2273-203-id-wago2273203;2026-09-20T08:07:03.645Z;2;130;2026.07.27;2026.09.08;WAGO2273203;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás
VRG-0216;WAGO 5x 0,5-2,5mm2 vez.összekötő sárga 2273-205;WAGO;2273205;4050821027874;Installáció technika;Vezetékösszekötők;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Vezetékösszekötők;0,0016;db;65,7;83;2026.07.27;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WAGO2273205_tanusitvany.pdf;;;WAGO2273205;65,7;83;;;100 db;100;114;98927;https://daniella.hu/wago-compact-vezetek-osszekoto-5x0-5-2-5-mm2-tomor-vezetekhez-atlatszo-hazban-sarga-fedellel-2273-205-id-wago2273205;2026-09-20T08:07:04.654Z;1;20;2026.07.27;2026.07.27;WAGO2273205;email:visszaigazolas
VRG-0217;Fővezeték sorkapocs 2x 25/2x16mm2 zöld WPD101, 1560650000 Weidmüller;Weidmüller;1560650000;4050118365917;Kapcsolóberendezések és szekrények;Átmenő sorkapcsok;/Sínre szerelhető csatlakozókapcsok/Kapcsolóberendezések és szekrények/;daniella-webshop;Kötéstechnika;Fővezetéki sorkapcsok;0,068;db;1004,4;1276;2026.08.24;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WEI1560650000.pdf;;;WEI1560650000;1004,4;1276;;;1 db;1;1575;517;https://daniella.hu/fovezetek-sorkapocs-2x-25-2x16mm2-zold-wpd-101-2x25-2x16-gn-1560650000-weidmuller-id-wei1560650000;2026-09-20T08:07:05.815Z;2;2;2026.06.17;2026.08.24;WEI1560650000;email:visszaigazolas + xlsx/mail:deseo2 másolata.xlsx
VRG-0218;Fővezeték sorkapocs 2x 25/2x16mm2 kék WPD101, 1560670000 Weidmüller;Weidmüller;1560670000;4050118365733;Kapcsolóberendezések és szekrények;Átmenő sorkapcsok;/Sínre szerelhető csatlakozókapcsok/Kapcsolóberendezések és szekrények/;daniella-webshop-testver:WEI1560650000;Kötéstechnika;Fővezetéki sorkapcsok;0,068;db;1004,4;1276;2026.08.24;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WEI1560670000.pdf;;;WEI1560670000;1004,4;1276;;;1 db;1;1024;682;https://daniella.hu/fovezetek-sorkapocs-2x-25-2x16mm2-kek-wpd-101-2x25-2x16-bl-1560670000-weidmuller-id-wei1560670000;2026-09-20T08:07:06.915Z;2;2;2026.06.17;2026.08.24;WEI1560670000;email:visszaigazolas + xlsx/mail:deseo2 másolata.xlsx
VRG-0219;Fővezeték sorkapocs 2x 25/2x16mm2 szürke WPD101, 1560730000 Weidmüller;Weidmüller;1560730000;4050118365818;Kapcsolóberendezések és szekrények;Átmenő sorkapcsok;/Sínre szerelhető csatlakozókapcsok/Kapcsolóberendezések és szekrények/;daniella-webshop-testver:WEI1560650000;Kötéstechnika;Fővezetéki sorkapcsok;0,068;db;1004,4;1276;2026.08.24;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WEI1560730000.pdf;;;WEI1560730000;1004,4;1276;;;1 db;1;1024;770;https://daniella.hu/fovezetek-sorkapocs-2x-25-2x16mm2-szurke-wpd-101-2x25-2x16-gy-1560730000-weidmuller-id-wei1560730000;2026-09-20T08:07:07.796Z;4;10;2026.06.17;2026.08.24;WEI1560730000;email:visszaigazolas + xlsx/mail:deseo2 másolata.xlsx
VRG-0220;Fésűs sín 1P villás, 12 modul, 63A, Weidmüller 2657810000 Készlet Erejéig!;Weidmüller;2657810000;4050118672718;Kapcsolóberendezések és szekrények;Szigetelt keresztösszekötők, dugaszolható áthidalók;/Sínre szerelhető csatlakozókapcsok/Kapcsolóberendezések és szekrények/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,037;db;716,85;910;2026.07.31;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/WEI2657810000.pdf;;;WEI2657810000;716,85;910;;;1 db;1;1124;374;https://daniella.hu/fesus-sin-villas-1p-12-osztas-63a-weidmuller-2657810000-keszlet-erejeig-id-wei2657810000;2026-09-20T08:07:09.209Z;1;1;2026.07.31;2026.07.31;WEI2657810000;email:visszaigazolas
VRG-0221;Weidmüller 9037330000;Weidmüller;9037330000;4008190492809;Installáció technika;Érvéghüvelyek;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;;;0,00076;;;;;;;;WEI9037330000;;;;;;;282;0;https://daniella.hu/erveghuvely-iker-szigetelt-6-18-fekete-h6-0-29-zh-sw-9037330000-weidmuller-id-wei9037330000;2026-09-20T08:07:10.142Z;0;0;;;WEI9037330000;xlsx/mail:deseo2 másolata.xlsx
