bizonylat;datum;tipus;vrg_id;daniella_cikkszam;megnevezes_a_bizonylaton;mennyiseg;egyseg_kiszereles;netto_egysegar_huf;brutto_ertek_huf;hivatkozas;forras_fajl
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0163;STI1123;TS-sín 0.5 fm-es 35mm perforált, 1mm vastag, (STI1123) Stilo;1,00 db;1 db;339,79;432;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0140;SCHEZ9F57213;2C 13A 6kA Schneider EASY9 PRO EZ9F57213 kismegszakító;5,00 db;6 db;2464;15646;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0192;VEZ1500067;H07V-K 1x10 kék (0);2,00 fm;1 fm;567,49;1441;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0190;VEZ1500065;H07V-K 1x10 fekete (0);3,00 fm;1 fm;566,72;2159;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0194;VEZ1500073;H07V-K 1x10 z/s (0);3,00 fm;1 fm;572,88;2183;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0040;GEWGW50417;Tömszelence M25 +anya IP66 szürke GW50417 Gewiss;5,00 db;1 db;546,94;3473;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0219;WEI1560730000;Fővezeték sorkapocs 2x 25/2x16mm2 szürke WPD101, 1560730000 Weidmüller;3,00 db;1 db;1004,4;3827;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0218;WEI1560670000;Fővezeték sorkapocs 2x 25/2x16mm2 kék WPD101, 1560670000 Weidmüller;1,00 db;1 db;1004,4;1276;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0217;WEI1560650000;Fővezeték sorkapocs 2x 25/2x16mm2 zöld WPD101, 1560650000 Weidmüller;1,00 db;1 db;1004,4;1276;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0176;TRAE22I;Érv.h. iker 2* 6,0/14 sárga E22I Tracon;20,00 db;100 db;78,85;2003;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0178;UNI012673;MIK 40/60 kábelcsatorna fedéllel fehér, UV-álló, lángálló 012673 Univolt;2,00 fm;2 fm;1019,16;2589;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
13509/26VRD1;2026.08.24;visszaigazolas;VRG-0119;SCHEPH2970121;ASFORA fehér 2P+F csatlakozóaljzat, keret nélkül! EPH2970121 (120 db-os);3,00 db;120 db;854,4;3255;;Rendelés visszaigazolás (Hefler Tamás) (12).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0134;SCHEZ9F57110;1C 10A 6kA Schneider EASY9 PRO EZ9F57110 kismegszakító;5,00 db;12 db;996,75;6329;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0135;SCHEZ9F57113;1C 13A 6kA Schneider EASY9 PRO EZ9F57113 kismegszakító;9,00 db;12 db;919,5;10510;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0136;SCHEZ9F57116;1C 16A 6kA Schneider EASY9 PRO EZ9F57116 kismegszakító;3,00 db;12 db;862,5;3286;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0142;SCHEZ9F57316;3C 16A 6kA Schneider EASY9 PRO EZ9F57316 kismegszakító;1,00 db;4 db;3314,25;4209;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0143;SCHEZ9F57320;3C 20A 6kA Schneider EASY9 PRO EZ9F57320 kismegszakító;1,00 db;4 db;3391,5;4307;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0149;SCHEZ9R49440;FI relé 40/4-0,03 EASY9 PRO, A osztály!!! EZ9R49440 Schneider;1,00 db;3 db;13125;16669;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0173;STI746;Érv.h. szig. 10/12 elefántcsont E10-12 STI746 Stilo;100,00 db;100 db;13,76;1748;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08554/26VRB;2026.08.18;visszaigazolas;VRG-0219;WEI1560730000;Fővezeték sorkapocs 2x 25/2x16mm2 szürke WPD101, 1560730000 Weidmüller;2,00 db;1 db;830,8;2110;;Rendelés visszaigazolás (Hefler Tamás) (13).eml
08492/26VRB;2026.08.17;visszaigazolas;VRG-0137;SCHEZ9F57120;1C 20A 6kA Schneider EASY9 PRO EZ9F57120 kismegszakító;1,00 db;12 db;919,5;1168;;Rendelés visszaigazolás (Hefler Tamás) (14).eml
08434/26VRB;2026.08.14;visszaigazolas;VRG-0185;VEZ1500004;H07V-K 1x 1,5 fekete (100);100,00 fm;100 fm;78,54;9975;;Rendelés visszaigazolás (Hefler Tamás) (15).eml
08434/26VRB;2026.08.14;visszaigazolas;VRG-0184;VEZ1000133;Számítógép vezeték CAT6 - UTP fali réz PVC (0) BITNER;12,00 fm;1 fm;200,2;3051;;Rendelés visszaigazolás (Hefler Tamás) (15).eml
08365/26VRB;2026.08.13;visszaigazolas;VRG-0006;BUDT30103;MüDN 100 doboz;5,00 db;1 db;567,72;3605;;Rendelés visszaigazolás (Hefler Tamás) (16).eml
08365/26VRB;2026.08.13;visszaigazolas;VRG-0037;GEWGW48002;GW Kötődoboz sülly. 118x96x50 IP40 GW 48002;2,00 db;1 db;386,22;981;;Rendelés visszaigazolás (Hefler Tamás) (16).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0024;GEWDX15020R;Gégecső lépésálló 20/100 fekete (SGN) 750N FK15 DX15020R Gewiss;100,00 fm;100 fm;93,1;11824;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0025;GEWDX15025R;Gégecső lépésálló 25/75 fekete (SGN) 750N FK15 DX15025R Gewiss;150,00 fm;75 fm;156,8;29870;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0129;SCHEZ9EUC212;Kiselosztó falonkívüli 2/24 átlátszó ajtóval IP40 PE/N sínnel Easy9 EU EZ9EUC212;1,00 db;1 db;8057,6;10233;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0041;GIP00010;Gipsz stukatúr 10kg/zsák;5,00 db;1 db;1570,36;9972;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0207;VEZ2100006;NYM-J 3x 1,5 (0);25,00 fm;1 fm;277,2;8801;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0104;OBO2149016;Csőbilincs D-25 OBO M25 2955 /MÜ.II/ Quick 2149016;20,00 db;100 db;52,14;1324;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0103;OBO2149010;Csőbilincs D-20 OBO M20 2955 /Mü.II/ Quick 2149010;20,00 db;100 db;31,6;803;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0005;BUD25863;Műa. doboz 80mm, perforált, tetővel 25863 Budvill;10,00 db;150 db;96,52;1226;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0069;KOPP356102005;Kötődoboz 100x100 süllyesztett, müds csavaros KOPP 356102005;2,00 db;1 db;756,13;1921;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0186;VEZ1500032;H07V-K 1x 4 fekete (0);15,00 fm;1 fm;222,53;4239;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0187;VEZ1500034;H07V-K 1x 4 kék (0);15,00 fm;1 fm;222,53;4239;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
203724/26VR;2026.08.05;visszaigazolas;VRG-0188;VEZ1500044;H07V-K 1x 4 z/s (0);15,00 fm;1 fm;222,53;4239;;Rendelés visszaigazolás (Hefler Tamás) (17).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0125;SCHEPH5800321;ASFORA fehér keret 3-as, vízszintes EPH5800321;1,00 db;15 db;729,75;927;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0126;SCHEPH5800421;ASFORA fehér keret 4-es, vízszintes EPH5800421;1,00 db;1 db;1068;1356;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0160;SOMFF1;F-csatlakozó FF 1;8,00 db;1 db;53,12;540;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0166;STI1603;Vezeték nélküli csengő dugaljas, 300m IP44, AC 230V beltéri egységgel Stilo STI1603;1,00 db;1 db;4291,4;5450;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0121;SCHEPH3200121;ASFORA fehér TV aljzat végzáró 1 dB kerettel EPH3200121;1,00 db;10 db;1824,75;2317;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0019;EAT275413;NBP-1000 Takarólap 45mm, szürke RAL7035 (1m) 275413 (Y7-275413) Eaton;1,00 db;1 db;1149,2;1459;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0220;WEI2657810000;Fésűs sín 1P villás, 12 modul, 63A, Weidmüller 2657810000 Készlet Erejéig!;1,00 db;1 db;716,85;910;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
12218/26VRU;2026.07.31;visszaigazolas;VRG-0071;LEG050316;DFO-16 LEG. 050316 2+F dugvilla. műa. fehér;1,00 db;25 db;480,48;610;;Rendelés visszaigazolás (Hefler Tamás) (18).eml
07594/26VRB;2026.07.23;visszaigazolas;VRG-0182;VEZ1000091;Számítógép vezeték CAT5 E - UTP fali CCA!! (0);30,00 fm;1 fm;122,43;4665;;Rendelés visszaigazolás (Hefler Tamás) (19).eml
15044/26VRD1;2026.09.15;visszaigazolas;VRG-0022;ELTM32TOLDO;Symalen toldó M32;1,00 db;15 db;127,68;162;;Rendelés visszaigazolás (Hefler Tamás) (2).eml
07594/26VRB;2026.07.23;visszaigazolas;VRG-0182;VEZ1000091;Számítógép vezeték CAT5 E - UTP fali CCA!! (0);30,00 fm;1 fm;122,43;4665;;Rendelés visszaigazolás (Hefler Tamás) (20).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0147;SCHEZ9R49240;FI relé 40/2-0,03 EASY9 PRO, A osztály!!! EZ9R49240 Schneider;1,00 db;6 db;10035;12744;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0154;SCHR9XFH112;Fésűs sín 1P villás, 12 modul, 63A, RESI9 R9XFH112 Schneider;1,00 db;10 db;1272;1615;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0156;SEZ1000580800;Védővezető csatlakozó PE12 (zöld) 12/Z (300254) SEZ;1,00 db;1 db;611,72;777;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0157;SEZ1000580900;Nullvezető csatlakozó N12 (kék) 12/N 12/N (300255) SEZ;1,00 db;1 db;611,72;777;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0186;VEZ1500032;H07V-K 1x 4 fekete (0);6,00 fm;1 fm;222,53;1696;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0187;VEZ1500034;H07V-K 1x 4 kék (0);2,00 fm;1 fm;222,53;565;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0188;VEZ1500044;H07V-K 1x 4 z/s (0);2,00 fm;1 fm;222,53;565;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0149;SCHEZ9R49440;FI relé 40/4-0,03 EASY9 PRO, A osztály!!! EZ9R49440 Schneider;1,00 db;3 db;13125;16669;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0150;SCHR9F04110;1B 10A 4,5kA Schneider RESI9 R9F04110 kismegszakító;1,00 db;12 db;1240,8;1576;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0151;SCHR9F14113;1C 13A 4,5kA Schneider RESI9 R9F14113 kismegszakító;15,00 db;12 db;1182,4;22525;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0152;SCHR9F14116;1C 16A 4,5kA Schneider RESI9 R9F14116 kismegszakító;7,00 db;12 db;1125,6;10007;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0153;SCHR9F14320;3C 20A 4,5kA Schneider RESI9 R9F14320 kismegszakító;1,00 db;4 db;4255,2;5404;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0155;SCHR9XFH312;Fésűs sín 3P villás, 12 modul, 63A RESI9 R9XFH312 Schneider;4,00 db;5 db;3032;15403;;Rendelés visszaigazolás (Hefler Tamás) (21).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0147;SCHEZ9R49240;FI relé 40/2-0,03 EASY9 PRO, A osztály!!! EZ9R49240 Schneider;1,00 db;6 db;10035;12744;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0154;SCHR9XFH112;Fésűs sín 1P villás, 12 modul, 63A, RESI9 R9XFH112 Schneider;1,00 db;10 db;1272;1615;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0156;SEZ1000580800;Védővezető csatlakozó PE12 (zöld) 12/Z (300254) SEZ;1,00 db;1 db;611,72;777;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0157;SEZ1000580900;Nullvezető csatlakozó N12 (kék) 12/N 12/N (300255) SEZ;1,00 db;1 db;611,72;777;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0186;VEZ1500032;H07V-K 1x 4 fekete (0);6,00 fm;1 fm;222,53;1696;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0187;VEZ1500034;H07V-K 1x 4 kék (0);2,00 fm;1 fm;222,53;565;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0188;VEZ1500044;H07V-K 1x 4 z/s (0);2,00 fm;1 fm;222,53;565;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0149;SCHEZ9R49440;FI relé 40/4-0,03 EASY9 PRO, A osztály!!! EZ9R49440 Schneider;1,00 db;3 db;13125;16669;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0150;SCHR9F04110;1B 10A 4,5kA Schneider RESI9 R9F04110 kismegszakító;1,00 db;12 db;1240,8;1576;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0151;SCHR9F14113;1C 13A 4,5kA Schneider RESI9 R9F14113 kismegszakító;15,00 db;12 db;1182,4;22525;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0152;SCHR9F14116;1C 16A 4,5kA Schneider RESI9 R9F14116 kismegszakító;7,00 db;12 db;1125,6;10007;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0153;SCHR9F14320;3C 20A 4,5kA Schneider RESI9 R9F14320 kismegszakító;1,00 db;4 db;4255,2;5404;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
187739/26VR;2026.07.21;visszaigazolas;VRG-0155;SCHR9XFH312;Fésűs sín 3P villás, 12 modul, 63A RESI9 R9XFH312 Schneider;4,00 db;5 db;3032;15403;;Rendelés visszaigazolás (Hefler Tamás) (22).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0039;GEWGW48007;GW Kötődoboz sülly. 294x152x75 IP40 GW 48007;1,00 db;1 db;1592,5;2022;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0038;GEWGW48005;GW Kötődoboz sülly. 160x130x70 IP40 GW 48005;1,00 db;1 db;822,5;1045;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0018;DUW18320;Műa. doboz 65mm, perforált, sorolható, 65mm mély, E107 M25 F-Tronic;15,00 db;1 db;63,84;1216;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0017;DUW18310;Műa. doboz 65mm, perforált, sorolható, E-106 (18310) F-Tronic;20,00 db;1 db;42,33;1075;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0181;UNI084058;Gégecső lépésálló 25/50 (fekete) UV-álló FXP-TURBO 084058 Univolt;50,00 fm;50 fm;231,8;14719;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0180;UNI084057;Gégecső lépésálló 20/50 (fekete) UV-álló FXP-TURBO 084057 Univolt;50,00 fm;50 fm;174,04;11052;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0095;NYUGMFL20;Gégecső toldó 20 MFL20 Inset;5,00 db;50 db;85,12;541;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0096;NYUGMFL25;Gégecső toldó 25 MFL25 Inset;5,00 db;20 db;98,8;627;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0200;VEZ1600023;H07V-U 1x 2,5 fekete (100);100,00 fm;100 fm;129,36;16429;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0201;VEZ1600024;H07V-U 1x 2,5 kék (100);100,00 fm;100 fm;129,36;16429;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0202;VEZ1600027;H07V-U 1x 2,5 z/s (100);100,00 fm;100 fm;129,36;16429;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0197;VEZ1600012;H07V-U 1x 1,5 fekete (100);100,00 fm;100 fm;79,31;10072;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0198;VEZ1600013;H07V-U 1x 1,5 kék (100);100,00 fm;100 fm;79,31;10072;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0199;VEZ1600019;H07V-U 1x 1,5 z/s (100);100,00 fm;100 fm;79,31;10072;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0036;GEWGW48001;GW Kötődoboz sülly. 92x92x45 IP40 GW 48001;1,00 db;1 db;317,34;403;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0215;WAGO2273203;WAGO 3x 0,5-2,5mm2 vez.összekötő narancs 2273-203;30,00 db;100 db;47,45;1808;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0216;WAGO2273205;WAGO 5x 0,5-2,5mm2 vez.összekötő sárga 2273-205;20,00 db;100 db;65,7;1669;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0213;WAGO221613;WAGO 221-613 vez.összekötő sodrott 3-as, átlátszó 6mm2 30db;10,00 db;1 db;220,46;2800;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0118;SCHEPH2900121;ASFORA fehér 2P+F csatlakozóaljzat kerettel EPH2900121;15,00 db;10 db;874,5;16659;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0117;SCHEPH0400121;ASFORA fehér 106 rugós kerettel EPH0400121;2,00 db;10 db;1035;2629;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0207;VEZ2100006;NYM-J 3x 1,5 (0);15,00 fm;1 fm;277,2;5281;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0214;WAGO222415;WAGO 222-415 vez.összekötő sodrott 5-ös;10,00 db;1 db;186,88;2373;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0126;SCHEPH5800421;ASFORA fehér keret 4-es, vízszintes EPH5800421;1,00 db;1 db;1068;1356;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0124;SCHEPH5800221;ASFORA fehér keret 2-es, vízszintes EPH5800221;1,00 db;25 db;455,25;578;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0041;GIP00010;Gipsz stukatúr 10kg/zsák;2,00 db;1 db;1570,36;3989;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0177;TRAFEH20;Szig.szalag 20x19 fehér Tracon;1,00 db;10 db;471,44;599;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0032;GEWDX40125;Könyök Mü II 25 IP40 szürke hal.mentes DX40125 Gewiss;4,00 db;1 db;264,04;1341;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
11893/26VRD1;2026.07.27;visszaigazolas;VRG-0031;GEWDX40120;Könyök Mü II 20 IP40 szürke hal.mentes DX40120 Gewiss;4,00 db;1 db;142,1;722;;Rendelés visszaigazolás (Hefler Tamás) (23).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0091;LEG782400;Forix IP20 fehér 101 egypólusú kapcsoló fk. 782400 Legrand;1,00 db;20 db;715,26;908;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0092;LEG782402;Forix IP20 fehér 101+101 kettős egypólusú kapcsoló fk. 782402 Legrand;1,00 db;20 db;980,46;1245;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0121;SCHEPH3200121;ASFORA fehér TV aljzat végzáró 1 dB kerettel EPH3200121;1,00 db;10 db;1824,75;2317;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0122;SCHEPH4300121;ASFORA fehér 1xRJ45 Cat5e UTP aljzat, kerettel EPH4300121;1,00 db;10 db;2865,75;3640;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0052;HUTOROE7206GSW;Orno felületre szerelhető kettes aljzat 2P+E, IP20, fehér, ToDo OR-OE-7206(GS)/W;1,00 db;1 db;735,14;934;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0190;VEZ1500065;(1 ) H07V-K 1x10 fekete (0);1,00 fm;1 fm;588,28;747;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0194;VEZ1500073;(1 ) H07V-K 1x10 z/s (0);1,00 fm;1 fm;588,28;747;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
12045/26VRU;2026.07.29;visszaigazolas;VRG-0207;VEZ2100006;(2 ) NYM-J 3x 1,5 (0);30,00 fm;1 fm;262,8;10013;;Rendelés visszaigazolás (Hefler Tamás) (24).eml
11378/26VRD1;2026.07.17;visszaigazolas;VRG-0115;POL2080185;Fővezeték sorkapocs 2x 35/6x25mm2 zöld HLAK 35-1/6 M2, 2080185 Pollmann;1,00 db;1 db;2720,74;3455;;Rendelés visszaigazolás (Hefler Tamás) (25).eml
07665/26VRB;2026.07.24;visszaigazolas;VRG-0139;SCHEZ9F57210;2C 10A 6kA Schneider EASY9 PRO EZ9F57210 kismegszakító;1,00 db;6 db;2546,4;3234;;Rendelés visszaigazolás (Hefler Tamás) (26).eml
07665/26VRB;2026.07.24;visszaigazolas;VRG-0136;SCHEZ9F57116;1C 16A 6kA Schneider EASY9 PRO EZ9F57116 kismegszakító;6,00 db;12 db;862,5;6572;;Rendelés visszaigazolás (Hefler Tamás) (26).eml
07665/26VRB;2026.07.24;visszaigazolas;VRG-0134;SCHEZ9F57110;1C 10A 6kA Schneider EASY9 PRO EZ9F57110 kismegszakító;2,00 db;12 db;996,75;2532;;Rendelés visszaigazolás (Hefler Tamás) (26).eml
07665/26VRB;2026.07.24;visszaigazolas;VRG-0219;WEI1560730000;Fővezeték sorkapocs 2x 25/2x16mm2 szürke WPD101, 1560730000 Weidmüller;2,00 db;1 db;830,8;2110;;Rendelés visszaigazolás (Hefler Tamás) (26).eml
07665/26VRB;2026.07.24;visszaigazolas;VRG-0091;LEG782400;Forix IP20 fehér 101 egypólusú kapcsoló fk. 782400 Legrand;5,00 db;20 db;715,26;4542;;Rendelés visszaigazolás (Hefler Tamás) (26).eml
11283/26VRD1;2026.07.16;visszaigazolas;VRG-0085;LEG754192;Valena Life fehér kiemelődoboz 2-es 754192 Legrand;4,00 db;5 db;3297,06;16749;;Rendelés visszaigazolás (Hefler Tamás) (27).eml
07251/26VRB;2026.07.14;visszaigazolas;VRG-0028;GEWDX40016;Karmantyú Mü.II. 16 IP40 szürke hal.mentes DX40016 Gewiss;5,00 db;1 db;86,1;547;;Rendelés visszaigazolás (Hefler Tamás) (28).eml
07251/26VRB;2026.07.14;visszaigazolas;VRG-0029;GEWDX40020;Karmantyú Mü.II. 20 IP40 szürke hal.mentes DX40020 Gewiss;5,00 db;1 db;77;489;;Rendelés visszaigazolás (Hefler Tamás) (28).eml
