bizonylat;datum;tipus;vrg_id;daniella_cikkszam;megnevezes_a_bizonylaton;mennyiseg;egyseg_kiszereles;netto_egysegar_huf;brutto_ertek_huf;hivatkozas;forras_fajl
07251/26VRB;2026.07.14;visszaigazolas;VRG-0030;GEWDX40025;Karmantyú Mü.II. 25 IP40 szürke hal.mentes DX40025 Gewiss;5,00 db;1 db;108,5;689;;Rendelés visszaigazolás (Hefler Tamás) (28).eml
07251/26VRB;2026.07.14;visszaigazolas;VRG-0023;GEWDX15016R;Gégecső lépésálló 16/100 fekete (SGN) 750N FK15 DX15016R Gewiss;100,00 fm;100 fm;79,1;10046;;Rendelés visszaigazolás (Hefler Tamás) (28).eml
11028/26VRD1;2026.07.13;visszaigazolas;VRG-0112;POL2080138;Fővezeték sorkapocs 2x 25/2x16mm2 z/s HLAK 25-1/2 M2, 2080138 Pollmann;1,00 db;1 db;927,11;1177;;Rendelés visszaigazolás (Hefler Tamás) (29).eml
14910/26VRD1;2026.09.14;visszaigazolas;VRG-0044;HAU250076;Tömszelence PG42 +anya 30-38mm IP68 szürke 250076 Haupa;2,00 db;5 db;1106,4;2810;;Rendelés visszaigazolás (Hefler Tamás) (3).eml
14910/26VRD1;2026.09.14;visszaigazolas;VRG-0105;OBO2149022;Csőbilincs D-32 OBO M32 2955 /Mü.II/ Quick 2149022;10,00 db;50 db;81,37;1033;;Rendelés visszaigazolás (Hefler Tamás) (3).eml
14910/26VRD1;2026.09.14;visszaigazolas;VRG-0061;KAN70941;Ventilátor EOL 120HT páraérzékelős időkapcsolós Kanlux 70941;1,00 db;1 db;9684,2;12299;;Rendelés visszaigazolás (Hefler Tamás) (3).eml
14910/26VRD1;2026.09.14;visszaigazolas;VRG-0062;KANND12;Kanlux ND 12 szellőzőrács hálóval ND12;1,00 db;1 db;1656,4;2104;;Rendelés visszaigazolás (Hefler Tamás) (3).eml
14910/26VRD1;2026.09.14;visszaigazolas;VRG-0043;HAU250072;Tömszelence PG29 +anya 18-25mm IP68 szürke 250072 Haupa;4,00 db;10 db;429,6;2182;;Rendelés visszaigazolás (Hefler Tamás) (3).eml
14910/26VRD1;2026.09.14;visszaigazolas;VRG-0042;HAU250056;Tömszelence M50 +anya 30-38mm IP68 szürke 250056 Haupa;2,00 db;5 db;924;2347;;Rendelés visszaigazolás (Hefler Tamás) (3).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0050;HGRVF412TD;Kiselosztó süllyesztett 4/48 átlátszó ajtóval IP40 PE/N sínnel HAGER Golf VF412TD;1,00 db;1 db;24418,6;31012;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0048;HGRVF112TD;Kiselosztó süllyesztett 1/12 átlátszó ajtóval IP40 PE/N sínnel HAGER Golf VF112TD;1,00 db;1 db;8235,26;10459;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0023;GEWDX15016R;Gégecső lépésálló 16/100 fekete (SGN) 750N FK15 DX15016R Gewiss;100,00 fm;100 fm;78,48;9967;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0179;UNI083271;Gégecső lépésálló 25/50 (szürke) FXP-TURBO 083271 Univolt;100,00 fm;50 fm;182,4;23165;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0017;DUW18310;Műa. doboz 65mm, perforált, sorolható, E-106 (18310) F-Tronic;45,00 db;1 db;42,33;2419;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0018;DUW18320;Műa. doboz 65mm, perforált, sorolható, 65mm mély, E107 M25 F-Tronic;15,00 db;1 db;63,84;1216;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0015;DUND8001;Műa. doboz 80mm, nem perforált, sárga D-8001 (téglához is);25,00 db;100 db;105,64;3354;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0016;DUND8002;Műa. doboz fedő 80mm, rugós D-8002 Dunszt;25,00 db;200 db;72,96;2316;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0197;VEZ1600012;H07V-U 1x 1,5 fekete (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0198;VEZ1600013;H07V-U 1x 1,5 kék (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0196;VEZ1600010;H07V-U 1x 1,5 barna (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0199;VEZ1600019;H07V-U 1x 1,5 z/s (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0200;VEZ1600023;H07V-U 1x 2,5 fekete (100);200,00 fm;100 fm;129,36;32857;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0201;VEZ1600024;H07V-U 1x 2,5 kék (100);200,00 fm;100 fm;129,36;32857;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0202;VEZ1600027;H07V-U 1x 2,5 z/s (100);200,00 fm;100 fm;129,36;32857;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0008;BUDT888666;MüDK Műanyag doboz fedél 100x100;5,00 db;1 db;44,08;280;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0205;VEZ2100001;NYM-J 3x 1,5 ( 50) FEHÉR v. SZÜRKE;50,00 fm;50 fm;258,72;16429;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
10327/26VRD1;2026.07.01;visszaigazolas;VRG-0210;VEZ2100030;(968795 ) NYM-J 5x 1,5 (0);20,00 fm;1 fm;433,51;11011;;Rendelés visszaigazolás (Hefler Tamás) (30).eml
06956/26VRB;2026.07.06;visszaigazolas;VRG-0108;OBO5000750XXX1;OBO 219 20 ST FT rúdföldelő standard 1,5m 5000750 helyette ideiglenesen: OBO5000947;3,00 db;1 db;8080,91;30788;;Rendelés visszaigazolás (Hefler Tamás) (31).eml
06934/26VRB;2026.07.06;visszaigazolas;VRG-0054;JPR1278;J.P.1278 multi kapocs 10/10mm;2,00 db;1 db;1047,14;2660;;Rendelés visszaigazolás (Hefler Tamás) (32).eml
06934/26VRB;2026.07.06;visszaigazolas;VRG-0053;JPR111356;J.P.111356 csatlakozó-kapocs;1,00 db;1 db;2379,64;3022;;Rendelés visszaigazolás (Hefler Tamás) (32).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0049;HGRVF412PD;Kiselosztó süllyesztett 4/48 teli ajtóval IP40 PE/N sínnel HAGER Golf VF412PD;1,00 db;1 db;24418,6;31012;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0048;HGRVF112TD;Kiselosztó süllyesztett 1/12 átlátszó ajtóval IP40 PE/N sínnel HAGER Golf VF112TD;1,00 db;1 db;8235,26;10459;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0023;GEWDX15016R;Gégecső lépésálló 16/100 fekete (SGN) 750N FK15 DX15016R Gewiss;100,00 fm;100 fm;78,48;9967;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0179;UNI083271;Gégecső lépésálló 25/50 (szürke) FXP-TURBO 083271 Univolt;100,00 fm;50 fm;182,4;23165;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0017;DUW18310;Műa. doboz 65mm, perforált, sorolható, E-106 (18310) F-Tronic;45,00 db;1 db;42,33;2419;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0018;DUW18320;Műa. doboz 65mm, perforált, sorolható, 65mm mély, E107 M25 F-Tronic;15,00 db;1 db;63,84;1216;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0015;DUND8001;Műa. doboz 80mm, nem perforált, sárga D-8001 (téglához is);25,00 db;100 db;105,64;3354;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0016;DUND8002;Műa. doboz fedő 80mm, rugós D-8002 Dunszt;25,00 db;200 db;72,96;2316;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0197;VEZ1600012;H07V-U 1x 1,5 fekete (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0198;VEZ1600013;H07V-U 1x 1,5 kék (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0196;VEZ1600010;H07V-U 1x 1,5 barna (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0199;VEZ1600019;H07V-U 1x 1,5 z/s (100);200,00 fm;100 fm;79,31;20145;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0200;VEZ1600023;H07V-U 1x 2,5 fekete (100);200,00 fm;100 fm;129,36;32857;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0201;VEZ1600024;H07V-U 1x 2,5 kék (100);200,00 fm;100 fm;129,36;32857;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0202;VEZ1600027;H07V-U 1x 2,5 z/s (100);200,00 fm;100 fm;129,36;32857;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0008;BUDT888666;MüDK Műanyag doboz fedél 100x100;5,00 db;1 db;44,08;280;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0205;VEZ2100001;NYM-J 3x 1,5 ( 50) FEHÉR v. SZÜRKE;50,00 fm;50 fm;258,72;16429;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
166186/26VR;2026.06.30;visszaigazolas;VRG-0210;VEZ2100030;NYM-J 5x 1,5 (0);20,00 fm;1 fm;433,51;11011;;Rendelés visszaigazolás (Hefler Tamás) (33).eml
06900/26VRB;2026.07.03;visszaigazolas;VRG-0013;DUND1101;Műa. doboz 100x100mm fedél nélkül, sárga D-1101 Dunszt;5,00 db;100 db;240,16;1525;;Rendelés visszaigazolás (Hefler Tamás) (34).eml
06900/26VRB;2026.07.03;visszaigazolas;VRG-0204;VEZ1800080;H05VV-F 5x 1,5 (0);10,00 fm;1 fm;441,21;5603;;Rendelés visszaigazolás (Hefler Tamás) (34).eml
06900/26VRB;2026.07.03;visszaigazolas;VRG-0203;VEZ1800044;H05VV-F 3x 1,5 (0);25,00 fm;1 fm;298,76;9486;;Rendelés visszaigazolás (Hefler Tamás) (34).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0146;SCHEZ9R49225;FI relé 25/2-0,03 EASY9 PRO, A osztály!!! EZ9R49225 Schneider;1,00 db;6 db;10209,6;12966;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0136;SCHEZ9F57116;1C 16A 6kA Schneider EASY9 PRO EZ9F57116 kismegszakító;2,00 db;12 db;920;2337;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0132;SCHEZ9F27110;1B 10A 6kA Schneider EASY9 PRO EZ9F27110 kismegszakító;4,00 db;12 db;1145,6;5820;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0140;SCHEZ9F57213;2C 13A 6kA Schneider EASY9 PRO EZ9F57213 kismegszakító;3,00 db;6 db;2464;9388;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0139;SCHEZ9F57210;2C 10A 6kA Schneider EASY9 PRO EZ9F57210 kismegszakító;1,00 db;6 db;2546,4;3234;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0135;SCHEZ9F57113;1C 13A 6kA Schneider EASY9 PRO EZ9F57113 kismegszakító;3,00 db;12 db;980,8;3737;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0141;SCHEZ9F57216;2C 16A 6kA Schneider EASY9 PRO EZ9F57216 kismegszakító;1,00 db;6 db;2381,6;3025;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0131;SCHEZ9F27106;1B 6A 6kA Schneider EASY9 PRO EZ9F27106 kismegszakító;1,00 db;12 db;1228;1560;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0127;SCHEZ9A34223;EASY9 PRO Moduláris csengő, 230VAC EZ9A34223 Schneider;1,00 db;12 db;4276,8;5432;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0154;SCHR9XFH112;Fésűs sín 1P villás, 12 modul, 63A, RESI9 R9XFH112 Schneider;4,00 db;10 db;1272;6462;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0114;POL2080184;Fővezeték sorkapocs 2x 35/6x25mm2 kék HLAK 35-1/6 M2, 2080184 Pollmann;1,00 db;1 db;2720,74;3455;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0113;POL2080183;Fővezeték sorkapocs 2x 35/6x25mm2 szürke HLAK 35-1/6 M2, 2080183 Pollmann;1,00 db;1 db;2720,74;3455;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0190;VEZ1500065;H07V-K 1x10 fekete (0);3,00 fm;1 fm;588,28;2241;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0192;VEZ1500067;H07V-K 1x10 kék (0);3,00 fm;1 fm;588,28;2241;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0194;VEZ1500073;H07V-K 1x10 z/s (0);3,00 fm;1 fm;588,28;2241;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
176384/26VR;2026.07.09;visszaigazolas;VRG-0001;ABB1SPE007717F0721;Kiselosztó falonkívüli 4/48 átlátszó ajtóval IP41 PE/N sínnel ABB Mistral41W 1SPE007717F0721;1,00 db;1 db;37720;47904;;Rendelés visszaigazolás (Hefler Tamás) (35).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0087;LEG764506;Niloé fehér 105 csillárkapcsoló 764506 ÚJ! Legrand;1,00 db;20 db;939,12;1193;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0068;KOPKPL6450LDNA;Gipszkarton doboz 1-es, d68mm, 50mm mély, sárga, légtömített KPL 64-50/LD NA Kopos;1,00 db;1 db;408,85;519;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0167;STI1628;Wi-Fi okos dugalj (2P+F), 1x16A, fehér Stilo STI1628;1,00 db;1 db;3431,4;4358;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0175;STI942;MCSN 100x60 (szél/mag) 2m/szál STILO (STI942) (18 fm/köteg);2,00 fm;2 fm;1124,25;2856;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0218;WEI1560670000;Fővezeték sorkapocs 2x 25/2x16mm2 kék WPD101, 1560670000 Weidmüller;1,00 db;1 db;802,75;1019;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0219;WEI1560730000;Fővezeték sorkapocs 2x 25/2x16mm2 szürke WPD101, 1560730000 Weidmüller;3,00 db;1 db;802,75;3058;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02762/26VR8;2026.06.17;visszaigazolas;VRG-0217;WEI1560650000;Fővezeték sorkapocs 2x 25/2x16mm2 zöld WPD101, 1560650000 Weidmüller;1,00 db;1 db;802,75;1019;;Rendelés visszaigazolás (Hefler Tamás) (36).eml
02744/26VR8;2026.06.16;visszaigazolas;VRG-0066;KOPKPL64503LDNA;Gipszkarton doboz 3-as, 49mm mély, sárga, légtömített KPL 64-50/3LD NA Kopos;1,00 db;1 db;1073,8;1364;;Rendelés visszaigazolás (Hefler Tamás) (37).eml
02744/26VR8;2026.06.16;visszaigazolas;VRG-0059;KAB1800011;H05RR-F 3x1,5 (100) (GT);5,00 fm;100 fm;341,88;2171;;Rendelés visszaigazolás (Hefler Tamás) (37).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0148;SCHEZ9R49425;FI relé 25/4-0,03 EASY9 PRO, A osztály!!! EZ9R49425 Schneider;1,00 db;3 db;10973,3;13936;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0136;SCHEZ9F57116;1C 16A 6kA Schneider EASY9 PRO EZ9F57116 kismegszakító;2,00 db;12 db;747,5;1899;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0134;SCHEZ9F57110;1C 10A 6kA Schneider EASY9 PRO EZ9F57110 kismegszakító;6,00 db;12 db;863,85;6583;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0135;SCHEZ9F57113;1C 13A 6kA Schneider EASY9 PRO EZ9F57113 kismegszakító;8,00 db;12 db;796,9;8097;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0074;LEG601983;Leg.601983 Plexo3 fk.kiselosztó 3s 36m IP65;1,00 db;1 db;34721,7;44097;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0169;STI284;Fővezeték sorkapocs 2x 25/2x25mm2 szürke HLAK 25-1/2, STI284 Stilo;3,00 db;1 db;674,25;2569;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0170;STI285;Fővezeték sorkapocs 2x 25/2x25mm2 kék HLAK 25-1/2, STI285 Stilo;1,00 db;1 db;696,75;885;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0171;STI286;Fővezeték sorkapocs 2x 25/2x25mm2 z/s HLAK 25-1/2, STI286 Stilo;1,00 db;1 db;696,75;885;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0212;WAGO221415;WAGO 221-415 vez.összekötő sodrott 5-ös, átlátszó;25,00 db;25 db;197,83;6281;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0144;SCHEZ9F57420;4C 20A 6kA Schneider EASY9 PRO EZ9F57420 kismegszakító;1,00 db;3 db;5183,2;6583;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0142;SCHEZ9F57316;3C 16A 6kA Schneider EASY9 PRO EZ9F57316 kismegszakító;1,00 db;4 db;2872,35;3648;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0190;VEZ1500065;H07V-K 1x10 fekete (0);4,00 fm;1 fm;588,28;2988;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0192;VEZ1500067;H07V-K 1x10 kék (0);2,00 fm;1 fm;588,28;1494;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0194;VEZ1500073;H07V-K 1x10 z/s (0);2,00 fm;1 fm;588,28;1494;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0195;VEZ1500087;H07V-K 1x16 z/s (0);6,00 fm;1 fm;885,5;6748;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0211;WAGO2212411;WAGO 221-2411 vez.összekötő sodrott 2-es, 1P átmenő, átlátszó;60,00 db;60 db;124,1;9456;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0089;LEG782373;Forix IP44 fehér 2P+F GYV CSF csatlakozóaljzat csapófedéllel fk. 782373 Legrand;1,00 db;10 db;1526,46;1939;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0058;KAB1400016;NYY-J 3x 4 (0) RE;40,00 fm;1 fm;764,4;38832;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0146;SCHEZ9R49225;FI relé 25/2-0,03 EASY9 PRO, A osztály!!! EZ9R49225 Schneider;1,00 db;6 db;10209,6;12966;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0155;SCHR9XFH312;Fésűs sín 3P villás, 12 modul, 63A RESI9 R9XFH312 Schneider;3,00 db;5 db;3032;11552;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0090;LEG782374;Forix IP44 fehér 2x2P+F GYV CSF csatlakozóaljzat csapófedéllel fk. 782374 Legrand;1,00 db;5 db;2804,88;3562;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0032;GEWDX40125;Könyök Mü II 25 IP40 szürke hal.mentes DX40125 Gewiss;5,00 db;1 db;254,2;1614;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0027;GEWDX24925;Mü.II. cső PEP 25 szürke /3m tokos végű RK9 DX24925 320N (51m/köteg);30,00 fm;3 fm;169,4;6454;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0104;OBO2149016;Csőbilincs D-25 OBO M25 2955 /MÜ.II/ Quick 2149016;100,00 db;100 db;39;4953;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0072;LEG069742L;Plexo 55 falon kívüli 2x2P+F elővez. vízsz. csatl.aljzat csapófedéllel, szürke 069742L;1,00 db;5 db;8221,98;10442;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0154;SCHR9XFH112;Fésűs sín 1P villás, 12 modul, 63A, RESI9 R9XFH112 Schneider;1,00 db;10 db;1272;1615;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0207;VEZ2100006;NYM-J 3x 1,5 (0);25,00 fm;1 fm;277,2;8801;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0209;VEZ2100011;NYM-J 3x 2,5 (0);10,00 fm;1 fm;431,2;5476;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0097;OBO2000342;Kötődoboz 85x85 A11 IP55 OBO 2000342;4,00 db;1 db;268,45;1364;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0106;OBO2250136;OBO bilincs 2037 6-13mm 2250136;25,00 db;1 db;65,57;2082;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0088;LEG764539;Niloé fehér 2P+F csavaros 764539 ÚJ! Legrand;1,00 db;20 db;646,62;821;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0086;LEG764500;Niloé fehér 101 egypólusú kapcsoló 764500 Legrand;2,00 db;20 db;674,7;1714;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0066;KOPKPL64503LDNA;Gipszkarton doboz 3-as, 49mm mély, sárga, légtömített KPL 64-50/3LD NA Kopos;1,00 db;1 db;1073,8;1364;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0011;DEL1714;LED reflektor 20W 4000K mozgásérzékelős 1600lm IP65 120 fok SMD lapos fek DEL1714 deLux;1,00 db;1 db;5581,4;7088;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0064;KIWA81027;PO I 3+1 m 280V túlfeszültség levezető 12,5kA T1+T2+T3 (B+C+D) 81.027 KIWA;1,00 db;1 db;34845,3;44254;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0060;KAB1800012;H05RR-F 3x1,5 (0) (GT);5,00 fm;1 fm;351,12;2230;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0076;LEG665003;Niloé fehér keret 3-as 665003 Legrand;1,00 db;5 db;748,02;950;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
147898/26VR;2026.06.12;visszaigazolas;VRG-0075;LEG665001;Niloé fehér keret 1-es 665001 Legrand;2,00 db;20 db;223,86;569;;Rendelés visszaigazolás (Hefler Tamás) (38).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0108;OBO5000750XXX1;OBO 219 20 ST FT rúdföldelő standard 1,5m 5000750 helyette ideiglenesen: OBO5000947;3,00 db;1 db;8080,91;30788;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0055;JPR2058;J.P.2058 ütőcsúcs 20;1,00 db;1 db;1047,14;1330;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0109;OBO5001641;OBO 2760 20 FT csatlakozóbilincs kör- és laposvezetőhöz 20mm 5001641;1,00 db;1 db;2813,19;3573;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
14406/26VRD1;2026.09.07;visszaigazolas;VRG-0009;DEHN556125;DEHN KSB 50 L10M Korrózióvédő szalag szélesség 50 mm L 10m 556125;1,00 db;24 db;4731,72;6009;;Rendelés visszaigazolás (Hefler Tamás) (4).eml
