vrg_id;legacy_id;datum;bizonylat;vendor;netto_egysegar_huf;szamitott_brutto_huf;forras_tipus
VRG-0112;POL2080138;2026.08.25;13635/26VRD1;daniella;927,11;1177;visszaigazolas
VRG-0112;POL2080138;2026.08.25;13635/26VRD1;daniella;927,11;1177;visszaigazolas
VRG-0113;POL2080183;2026.07.09;176384/26VR;daniella;2720,74;3455;visszaigazolas
VRG-0114;POL2080184;2026.07.09;176384/26VR;daniella;2720,74;3455;visszaigazolas
VRG-0115;POL2080185;2026.07.17;11378/26VRD1;daniella;2720,74;3455;visszaigazolas
VRG-0116;PORA374K8RXL;2026.09.07;14408/26VRD1;daniella;1127,7;1432;pdf
VRG-0116;PORA374K8RXL;2026.09.08;14408/26VRD1;daniella;1127,7;1432;modositas
VRG-0117;SCHEPH0400121;2026.07.27;11893/26VRD1;daniella;1035;1314;visszaigazolas
VRG-0118;SCHEPH2900121;2026.07.27;11893/26VRD1;daniella;874,5;1111;visszaigazolas
VRG-0119;SCHEPH2970121;2026.08.24;13509/26VRD1;daniella;854,4;1085;visszaigazolas
VRG-0119;SCHEPH2970121;2026.08.24;13509/26VRD1;daniella;854,4;1085;visszaigazolas
VRG-0120;SCHEPH3100121;2026.09.01;14129/26VRD1;daniella;1996,8;2536;visszaigazolas
VRG-0121;SCHEPH3200121;2026.07.29;12045/26VRU;daniella;1824,75;2317;visszaigazolas
VRG-0121;SCHEPH3200121;2026.07.31;12218/26VRU;daniella;1824,75;2317;visszaigazolas
VRG-0122;SCHEPH4300121;2026.07.29;12045/26VRU;daniella;2865,75;3640;visszaigazolas
VRG-0123;SCHEPH4700121;2026.09.01;14129/26VRD1;daniella;4011,2;5094;visszaigazolas
VRG-0124;SCHEPH5800221;2026.07.27;11893/26VRD1;daniella;455,25;578;visszaigazolas
VRG-0124;SCHEPH5800221;2026.08.31;13971/26VRD1;daniella;485,6;617;visszaigazolas
VRG-0125;SCHEPH5800321;2026.07.31;12218/26VRU;daniella;729,75;927;visszaigazolas
VRG-0126;SCHEPH5800421;2026.07.27;11893/26VRD1;daniella;1068;1356;visszaigazolas
VRG-0126;SCHEPH5800421;2026.07.31;12218/26VRU;daniella;1068;1356;visszaigazolas
VRG-0126;SCHEPH5800421;2026.09.16;10825/26VRY;daniella;1139,2;1447;visszaigazolas
VRG-0127;SCHEZ9A34223;2026.07.09;176384/26VR;daniella;4276,8;5432;visszaigazolas
VRG-0128;SCHEZ9EUC112;2026.08.25;13635/26VRD1;daniella;4456;5659;visszaigazolas
VRG-0128;SCHEZ9EUC112;2026.08.25;13635/26VRD1;daniella;4456;5659;visszaigazolas
VRG-0129;SCHEZ9EUC212;2026.08.05;203724/26VR;daniella;8057,6;10233;visszaigazolas
VRG-0130;SCHEZ9EUC312;2026.08.25;13635/26VRD1;daniella;10997,6;13967;visszaigazolas
VRG-0130;SCHEZ9EUC312;2026.08.25;13635/26VRD1;daniella;10997,6;13967;visszaigazolas
VRG-0131;SCHEZ9F27106;2026.07.09;176384/26VR;daniella;1228;1560;visszaigazolas
VRG-0132;SCHEZ9F27110;2026.07.09;176384/26VR;daniella;1145,6;1455;visszaigazolas
VRG-0133;SCHEZ9F57106;2026.09.07;14408/26VRD1;daniella;1145,6;1455;pdf
VRG-0133;SCHEZ9F57106;2026.09.08;14408/26VRD1;daniella;1145,6;1455;modositas
VRG-0134;SCHEZ9F57110;2026.06.12;147898/26VR;daniella;863,85;1097;visszaigazolas
VRG-0134;SCHEZ9F57110;2026.06.12;58530/26VA;daniella;863,85;1097;pdf
VRG-0134;SCHEZ9F57110;2026.07.24;07665/26VRB;daniella;996,75;1266;visszaigazolas
VRG-0134;SCHEZ9F57110;2026.08.18;08554/26VRB;daniella;996,75;1266;visszaigazolas
VRG-0134;SCHEZ9F57110;2026.08.25;13635/26VRD1;daniella;1063,2;1350;visszaigazolas
VRG-0134;SCHEZ9F57110;2026.08.25;13635/26VRD1;daniella;1063,2;1350;visszaigazolas
VRG-0134;SCHEZ9F57110;2026.09.07;14408/26VRD1;daniella;1063,2;1350;pdf
VRG-0134;SCHEZ9F57110;2026.09.08;14408/26VRD1;daniella;1063,2;1350;modositas
VRG-0135;SCHEZ9F57113;2026.06.12;147898/26VR;daniella;796,9;1012;visszaigazolas
VRG-0135;SCHEZ9F57113;2026.06.12;58530/26VA;daniella;796,9;1012;pdf
VRG-0135;SCHEZ9F57113;2026.07.09;176384/26VR;daniella;980,8;1246;visszaigazolas
VRG-0135;SCHEZ9F57113;2026.08.18;08554/26VRB;daniella;919,5;1168;visszaigazolas
VRG-0135;SCHEZ9F57113;2026.08.25;13635/26VRD1;daniella;980,8;1246;visszaigazolas
VRG-0135;SCHEZ9F57113;2026.08.25;13635/26VRD1;daniella;980,8;1246;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.06.12;147898/26VR;daniella;747,5;949;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.06.12;58530/26VA;daniella;747,5;949;pdf
VRG-0136;SCHEZ9F57116;2026.07.09;176384/26VR;daniella;920;1168;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.07.24;07665/26VRB;daniella;862,5;1095;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.08.18;08554/26VRB;daniella;862,5;1095;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.08.25;13635/26VRD1;daniella;920;1168;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.08.25;13635/26VRD1;daniella;920;1168;visszaigazolas
VRG-0136;SCHEZ9F57116;2026.09.07;14408/26VRD1;daniella;920;1168;pdf
VRG-0136;SCHEZ9F57116;2026.09.08;14408/26VRD1;daniella;920;1168;modositas
VRG-0137;SCHEZ9F57120;2026.08.17;08492/26VRB;daniella;919,5;1168;visszaigazolas
VRG-0138;SCHEZ9F57206;2026.09.07;14408/26VRD1;daniella;2628,8;3339;pdf
VRG-0138;SCHEZ9F57206;2026.09.08;14408/26VRD1;daniella;2628,8;3339;modositas
VRG-0139;SCHEZ9F57210;2026.07.09;176384/26VR;daniella;2546,4;3234;visszaigazolas
VRG-0139;SCHEZ9F57210;2026.07.24;07665/26VRB;daniella;2546,4;3234;visszaigazolas
VRG-0140;SCHEZ9F57213;2026.07.09;176384/26VR;daniella;2464;3129;visszaigazolas
VRG-0140;SCHEZ9F57213;2026.08.24;13509/26VRD1;daniella;2464;3129;visszaigazolas
VRG-0140;SCHEZ9F57213;2026.08.24;13509/26VRD1;daniella;2464;3129;visszaigazolas
VRG-0141;SCHEZ9F57216;2026.07.09;176384/26VR;daniella;2381,6;3025;visszaigazolas
VRG-0142;SCHEZ9F57316;2026.06.12;147898/26VR;daniella;2872,35;3648;visszaigazolas
VRG-0142;SCHEZ9F57316;2026.06.12;58530/26VA;daniella;2872,35;3648;pdf
VRG-0142;SCHEZ9F57316;2026.08.18;08554/26VRB;daniella;3314,25;4209;visszaigazolas
VRG-0143;SCHEZ9F57320;2026.08.18;08554/26VRB;daniella;3391,5;4307;visszaigazolas
VRG-0143;SCHEZ9F57320;2026.08.25;13635/26VRD1;daniella;3617,6;4594;visszaigazolas
VRG-0143;SCHEZ9F57320;2026.08.25;13635/26VRD1;daniella;3617,6;4594;visszaigazolas
VRG-0144;SCHEZ9F57420;2026.06.12;147898/26VR;daniella;5183,2;6583;visszaigazolas
VRG-0144;SCHEZ9F57420;2026.06.12;58530/26VA;daniella;5183,2;6583;pdf
VRG-0145;SCHEZ9F57432;2026.09.07;14408/26VRD1;daniella;5595,2;7106;pdf
VRG-0145;SCHEZ9F57432;2026.09.08;14408/26VRD1;daniella;5595,2;7106;modositas
VRG-0146;SCHEZ9R49225;2026.06.12;147898/26VR;daniella;10209,6;12966;visszaigazolas
VRG-0146;SCHEZ9R49225;2026.06.12;58530/26VA;daniella;10209,6;12966;pdf
VRG-0146;SCHEZ9R49225;2026.07.09;176384/26VR;daniella;10209,6;12966;visszaigazolas
VRG-0147;SCHEZ9R49240;2026.07.21;187739/26VR;daniella;10035;12744;visszaigazolas
VRG-0147;SCHEZ9R49240;2026.07.21;187739/26VR;daniella;10035;12744;visszaigazolas
VRG-0147;SCHEZ9R49240;2026.08.25;13635/26VRD1;daniella;10704;13594;visszaigazolas
VRG-0147;SCHEZ9R49240;2026.08.25;13635/26VRD1;daniella;10704;13594;visszaigazolas
VRG-0148;SCHEZ9R49425;2026.06.12;147898/26VR;daniella;10973,3;13936;visszaigazolas
VRG-0148;SCHEZ9R49425;2026.06.12;58530/26VA;daniella;10973,3;13936;pdf
VRG-0149;SCHEZ9R49440;2026.07.21;187739/26VR;daniella;13125;16669;visszaigazolas
VRG-0149;SCHEZ9R49440;2026.07.21;187739/26VR;daniella;13125;16669;visszaigazolas
VRG-0149;SCHEZ9R49440;2026.08.18;08554/26VRB;daniella;13125;16669;visszaigazolas
VRG-0149;SCHEZ9R49440;2026.08.24;13509/26VRD1;daniella;14000;17780;visszaigazolas
VRG-0149;SCHEZ9R49440;2026.08.24;13509/26VRD1;daniella;14000;17780;visszaigazolas
VRG-0149;SCHEZ9R49440;2026.09.07;14408/26VRD1;daniella;14000;17780;pdf
VRG-0149;SCHEZ9R49440;2026.09.08;14408/26VRD1;daniella;14000;17780;modositas
VRG-0150;SCHR9F04110;2026.07.21;187739/26VR;daniella;1240,8;1576;visszaigazolas
VRG-0150;SCHR9F04110;2026.07.21;187739/26VR;daniella;1240,8;1576;visszaigazolas
VRG-0151;SCHR9F14113;2026.07.21;187739/26VR;daniella;1182,4;1502;visszaigazolas
VRG-0151;SCHR9F14113;2026.07.21;187739/26VR;daniella;1182,4;1502;visszaigazolas
VRG-0152;SCHR9F14116;2026.07.21;187739/26VR;daniella;1125,6;1430;visszaigazolas
VRG-0152;SCHR9F14116;2026.07.21;187739/26VR;daniella;1125,6;1430;visszaigazolas
VRG-0153;SCHR9F14320;2026.07.21;187739/26VR;daniella;4255,2;5404;visszaigazolas
VRG-0153;SCHR9F14320;2026.07.21;187739/26VR;daniella;4255,2;5404;visszaigazolas
VRG-0154;SCHR9XFH112;2026.06.12;147898/26VR;daniella;1272;1615;visszaigazolas
VRG-0154;SCHR9XFH112;2026.06.12;58530/26VA;daniella;1272;1615;pdf
VRG-0154;SCHR9XFH112;2026.07.09;176384/26VR;daniella;1272;1615;visszaigazolas
VRG-0154;SCHR9XFH112;2026.07.21;187739/26VR;daniella;1272;1615;visszaigazolas
VRG-0154;SCHR9XFH112;2026.07.21;187739/26VR;daniella;1272;1615;visszaigazolas
VRG-0154;SCHR9XFH112;2026.08.25;13635/26VRD1;daniella;1272;1615;visszaigazolas
VRG-0154;SCHR9XFH112;2026.08.25;13635/26VRD1;daniella;1272;1615;visszaigazolas
VRG-0154;SCHR9XFH112;2026.09.07;14408/26VRD1;daniella;1272;1615;pdf
VRG-0154;SCHR9XFH112;2026.09.08;14408/26VRD1;daniella;1272;1615;modositas
VRG-0154;SCHR9XFH112;2026.09.16;10859/26VRY;daniella;1272;1615;modositas
VRG-0155;SCHR9XFH312;2026.06.12;147898/26VR;daniella;3032;3851;visszaigazolas
VRG-0155;SCHR9XFH312;2026.06.12;58530/26VA;daniella;3032;3851;pdf
VRG-0155;SCHR9XFH312;2026.07.21;187739/26VR;daniella;3032;3851;visszaigazolas
VRG-0155;SCHR9XFH312;2026.07.21;187739/26VR;daniella;3032;3851;visszaigazolas
VRG-0156;SEZ1000580800;2026.07.21;187739/26VR;daniella;611,72;777;visszaigazolas
VRG-0156;SEZ1000580800;2026.07.21;187739/26VR;daniella;611,72;777;visszaigazolas
VRG-0157;SEZ1000580900;2026.07.21;187739/26VR;daniella;611,72;777;visszaigazolas
VRG-0157;SEZ1000580900;2026.07.21;187739/26VR;daniella;611,72;777;visszaigazolas
VRG-0158;SEZ1001081400;2026.09.07;14408/26VRD1;daniella;1975,63;2509;pdf
VRG-0158;SEZ1001081400;2026.09.08;14408/26VRD1;daniella;1975,63;2509;modositas
VRG-0159;SOM0889;2026.09.07;14408/26VRD1;daniella;102,92;131;pdf
VRG-0159;SOM0889;2026.09.08;14408/26VRD1;daniella;102,92;131;modositas
VRG-0160;SOMFF1;2026.07.31;12218/26VRU;daniella;53,12;67;visszaigazolas
VRG-0161;SOMTS52WH;2026.09.07;14408/26VRD1;daniella;48,14;61;pdf
VRG-0161;SOMTS52WH;2026.09.08;14408/26VRD1;daniella;48,14;61;modositas
VRG-0162;STI1012;2026.09.01;14129/26VRD1;daniella;162,54;206;visszaigazolas
VRG-0163;STI1123;2026.08.24;13509/26VRD1;daniella;339,79;432;visszaigazolas
VRG-0163;STI1123;2026.08.24;13509/26VRD1;daniella;339,79;432;visszaigazolas
VRG-0164;STI1497;2026.09.07;14408/26VRD1;daniella;963,2;1223;pdf
VRG-0164;STI1497;2026.09.08;14408/26VRD1;daniella;963,2;1223;modositas
VRG-0165;STI1501;2026.09.07;14406/26VRD1;daniella;575,34;731;visszaigazolas
VRG-0165;STI1501;2026.09.08;14406/26VRD1;daniella;575,34;731;modositas
VRG-0166;STI1603;2026.07.31;12218/26VRU;daniella;4291,4;5450;visszaigazolas
VRG-0167;STI1628;2026.06.17;02762/26VR8;daniella;3431,4;4358;visszaigazolas
VRG-0168;STI1784;2026.09.07;14406/26VRD1;daniella;435,16;553;visszaigazolas
VRG-0168;STI1784;2026.09.08;14406/26VRD1;daniella;435,16;553;modositas
VRG-0169;STI284;2026.06.12;147898/26VR;daniella;674,25;856;visszaigazolas
VRG-0169;STI284;2026.06.12;58530/26VA;daniella;674,25;856;pdf
VRG-0170;STI285;2026.06.12;147898/26VR;daniella;696,75;885;visszaigazolas
VRG-0170;STI285;2026.06.12;58530/26VA;daniella;696,75;885;pdf
VRG-0171;STI286;2026.06.12;147898/26VR;daniella;696,75;885;visszaigazolas
VRG-0171;STI286;2026.06.12;58530/26VA;daniella;696,75;885;pdf
VRG-0172;STI671;2026.09.07;14406/26VRD1;daniella;481,6;612;visszaigazolas
VRG-0172;STI671;2026.09.08;14406/26VRD1;daniella;481,6;612;modositas
VRG-0173;STI746;2026.08.18;08554/26VRB;daniella;13,76;17;visszaigazolas
VRG-0173;STI746;2026.09.07;14408/26VRD1;daniella;13,76;17;pdf
VRG-0173;STI746;2026.09.08;14408/26VRD1;daniella;13,76;17;modositas
VRG-0175;STI942;2026.06.17;02762/26VR8;daniella;1124,25;1428;visszaigazolas
VRG-0176;TRAE22I;2026.08.24;13509/26VRD1;daniella;78,85;100;visszaigazolas
VRG-0176;TRAE22I;2026.08.24;13509/26VRD1;daniella;78,85;100;visszaigazolas
VRG-0177;TRAFEH20;2026.07.27;11893/26VRD1;daniella;471,44;599;visszaigazolas
VRG-0178;UNI012673;2026.08.24;13509/26VRD1;daniella;1019,16;1294;visszaigazolas
VRG-0178;UNI012673;2026.08.24;13509/26VRD1;daniella;1019,16;1294;visszaigazolas
VRG-0179;UNI083271;2026.06.30;166186/26VR;daniella;182,4;232;visszaigazolas
VRG-0179;UNI083271;2026.07.01;10327/26VRD1;daniella;182,4;232;visszaigazolas
VRG-0180;UNI084057;2026.07.27;11893/26VRD1;daniella;174,04;221;visszaigazolas
VRG-0181;UNI084058;2026.07.27;11893/26VRD1;daniella;231,8;294;visszaigazolas
VRG-0182;VEZ1000091;2026.07.23;07594/26VRB;daniella;122,43;155;visszaigazolas
VRG-0182;VEZ1000091;2026.07.23;07594/26VRB;daniella;122,43;155;visszaigazolas
VRG-0184;VEZ1000133;2026.08.14;08434/26VRB;daniella;200,2;254;visszaigazolas
VRG-0184;VEZ1000133;2026.09.07;14408/26VRD1;daniella;170,17;216;pdf
VRG-0184;VEZ1000133;2026.09.08;14408/26VRD1;daniella;170,17;216;modositas
VRG-0185;VEZ1500004;2026.08.14;08434/26VRB;daniella;78,54;100;visszaigazolas
VRG-0186;VEZ1500032;2026.07.21;187739/26VR;daniella;222,53;283;visszaigazolas
VRG-0186;VEZ1500032;2026.07.21;187739/26VR;daniella;222,53;283;visszaigazolas
VRG-0186;VEZ1500032;2026.08.05;203724/26VR;daniella;222,53;283;visszaigazolas
VRG-0187;VEZ1500034;2026.07.21;187739/26VR;daniella;222,53;283;visszaigazolas
VRG-0187;VEZ1500034;2026.07.21;187739/26VR;daniella;222,53;283;visszaigazolas
VRG-0187;VEZ1500034;2026.08.05;203724/26VR;daniella;222,53;283;visszaigazolas
VRG-0188;VEZ1500044;2026.07.21;187739/26VR;daniella;222,53;283;visszaigazolas
VRG-0188;VEZ1500044;2026.07.21;187739/26VR;daniella;222,53;283;visszaigazolas
VRG-0188;VEZ1500044;2026.08.05;203724/26VR;daniella;222,53;283;visszaigazolas
VRG-0190;VEZ1500065;2026.06.12;147898/26VR;daniella;588,28;747;visszaigazolas
VRG-0190;VEZ1500065;2026.06.12;58530/26VA;daniella;588,28;747;pdf
VRG-0190;VEZ1500065;2026.07.09;176384/26VR;daniella;588,28;747;visszaigazolas
VRG-0190;VEZ1500065;2026.07.29;12045/26VRU;daniella;588,28;747;visszaigazolas
VRG-0190;VEZ1500065;2026.08.24;13509/26VRD1;daniella;566,72;720;visszaigazolas
VRG-0190;VEZ1500065;2026.08.24;13509/26VRD1;daniella;566,72;720;visszaigazolas
VRG-0192;VEZ1500067;2026.06.12;147898/26VR;daniella;588,28;747;visszaigazolas
